SAMPLE_ID,식품명,식품상세분류,1회제공량,에너지(㎉),수분(g),단백질(g),지방(g),탄수화물(g),총당류(g),총 식이섬유(g),칼슘(㎎),철(㎎),마그네슘(㎎),인(㎎),칼륨(㎎),나트륨(㎎),아연(㎎),구리(㎎),망간(㎎),셀레늄(㎍)
R000892-ZZ-AVG,"상추, 뚝섬적출면, 생것",채소류,100,14,95.5,1.1,0.3,2.4,-,-,41,1.5,-,20,379,5,-,-,-,-
R000893-ZZ-AVG,"상추, 로메인, 생것",채소류,100,29,90.6,1.8,0.2,6.4,-,-,84,8.7,-,33,222,161,-,-,-,-
R000894-ZZ-AVG,"상추, 로메인, 청상추, 생것",채소류,100,23,92.5,1.78,0.32,4.59,0.87,3.7,122,0.61,26,36,290,12,0.53,0.018,0.275,1.6
R000895-ZZ-AVG,"상추, 로메인, 적상추, 생것",채소류,100,17,93.4,2.28,0.22,2.69,0.15,1.7,143,1.08,45,42,567,30,0.94,0.041,0.443,0.52
R000896-ZZ-AVG,"상추, 롤로로사, 생것",채소류,100,20,92.9,1.1,0.2,4.5,-,-,118,2.7,-,52,207,161,-,-,-,-
R000897-ZZ-AVG,"상추, 아담, 생것",채소류,100,9,97.3,0.9,0.2,1.3,-,-,38,1,-,24,329,6,-,-,-,-
R000898-ZZ-AVG,"상추, 아시아아이스퀸(청코스), 생것",채소류,100,24,92.3,1.8,0.6,4,-,-,178,0.5,-,77,231,102,-,-,-,-
R000899-ZZ-AVG,"상추, 유레이크, 생것",채소류,100,16,94.8,0.8,0.2,3.5,-,-,20,1.8,-,12,211,2,-,-,-,-
R000900-ZZ-AVG,"상추, 적상추, 생것",채소류,100,18,93.8,1.1,0.3,3.6,-,3.9,95,1.6,-,42,557,36,-,-,-,-
R000901-ZZ-AVG,"상추, 적하계, 생것",채소류,100,19,93.5,1.7,0.2,3.7,-,-,55,1.4,-,19,429,5,-,-,-,-
R000902-ZZ-AVG,"상추, 천상, 생것",채소류,100,17,94.6,1.2,0.3,3.2,-,-,29,1.1,-,18,306,5,-,-,-,-
R000903-ZZ-AVG,"상추, 풍성, 생것",채소류,100,10,96.7,0.6,0.1,2.1,-,-,47,1.6,-,14,409,8,-,-,-,-
R000904-ZZ-AVG,"상추, 반결구상추, 청상추, 생것",채소류,100,16,94.9,0.97,0.1,3.66,2.07,1.5,32,0.46,12,28,141,5,0.31,0.012,0.153,0.5
R000905-ZZ-AVG,"상추, 완전결구상추, 청상추, 생것",채소류,100,14,95.3,1.16,0.1,3.01,2.29,2.3,38,0.45,12,25,183,2,0.27,0.02,0.137,0.37
R000906-ZZ-AVG,"상추, 축면상추, 적상추, 생것",채소류,100,15,95.1,1.31,0.21,2.76,1.04,1.5,42,0.96,15,29,298,6,1.15,0.018,0.474,0.7
R000907-ZZ-AVG,"상추, 치마상추, 청상추, 생것",채소류,100,20,92.9,1.88,0.36,3.48,1.23,2.5,95,3.41,30,50,591,17,1.25,0.048,0.277,0.89
R000908-ZZ-AVG,"상추, 치마상추, 적상추, 생것",채소류,100,23,92.1,1.53,0.36,4.61,1.31,3.9,111,2.22,24,43,678,6,0.38,0.027,0.215,0.78
R000909-ZZ-AVG,"생강, 뿌리줄기, 생것",채소류,100,42,88.2,0.97,0.15,9.82,0.45,2.6,18,0.95,37,33,337,4,0.21,0.043,1.796,1.07
R000910-ZZ-AVG,"생강, 중국산, 뿌리줄기, 생것",채소류,100,38,89,1.3,0.3,8.4,-,-,8,2.3,-,38,294,11,-,-,-,-
R000911-ZZ-AVG,"생강 피클, 초절임",채소류,100,19,88.2,0.2,0.4,4,-,2.4,67,0.9,8,4,21,2800,tr,0.04,0.78,-
R000912-ZZ-AVG,"선인장, 보검선인장, 꽃, 생것",채소류,100,51,86.4,1.6,0.1,10.8,-,-,170,2.8,-,38,266,15,-,-,-,-
R000913-ZZ-AVG,"선인장, 보검선인장, 열매, 생것",채소류,100,83,78.4,0.97,0.19,19.35,2.53,12.4,157,0.45,80,27,286,23,0.62,0.123,1.774,5.53
R000914-ZZ-AVG,"선인장, 보검선인장, 줄기, 생것",채소류,100,34,89.8,1.03,0.12,7.15,0.43,5,524,0.44,126,15,316,17,0.69,0.043,0.474,2.84
R000915-ZZ-AVG,"선인장, 저단선인장, 열매, 생것",채소류,100,91,76.6,0.8,0.38,21,6,14.7,222,0.38,63,59,316,0,0.7,0.133,1.273,1.64
R000916-ZZ-AVG,"선인장, 저단선인장, 줄기, 생것",채소류,100,75,79.9,0.75,0.15,17.76,0,16.3,279,0.85,60,28,267,-,2.15,0.052,5.019,1.93
R000917-ZZ-AVG,"섬초롱, 생것",채소류,100,41,86.8,3,0.4,8.5,-,-,94,4.1,-,60,950,2,-,-,-,-
R000918-ZZ-AVG,"섬초롱, 데친것",채소류,100,34,89.5,2,0.2,7.6,-,-,70,1.7,-,43,173,1,-,-,-,-
R000919-ZZ-AVG,"세발나물, 생것",채소류,100,18,93.1,1.61,0.14,3.59,0,2.7,51,0.83,60,38,322,321,0.9,0.077,2.081,28.23
R000920-ZZ-AVG,"세발나물, 데친것",채소류,100,23,92,2.29,0.28,4.2,0,3.8,103,0.82,60,45,223,249,1.8,0.09,2.885,22.72
R000921-ZZ-AVG,"셀러리, 생것",채소류,100,17,93.9,1.04,0.07,3.95,0,2.2,88,0.28,12,36,343,70,0.2,0.024,0.129,0.37
R000922-ZZ-AVG,"셀러리, 데친것",채소류,100,17,94,1.1,0.12,3.81,0,2.2,91,0.16,11,36,334,69,0.22,0.021,0.125,0.41
R000923-ZZ-AVG,"소리쟁이, 뿌리, 말린것",채소류,100,317,11.1,7.9,0.9,74.9,-,-,517,24.4,-,116,1587,223,-,-,-,-
R000924-ZZ-AVG,"소리쟁이, 잎, 말린것",채소류,100,259,10.2,21.7,2.2,52.6,-,-,703,12.4,-,203,6405,77,-,-,-,-
R000925-ZZ-AVG,"솔장다리, 생것",채소류,100,31,88.6,1.9,0.3,6.8,-,-,20,17,-,43,281,352,-,-,-,-
R000926-ZZ-AVG,"쇠귀나물, 뿌리, 생것",채소류,100,126,65.5,6.3,0.1,26.6,-,2.4,5,0.8,34,150,600,3,2.2,0.71,0.13,1
R000927-ZZ-AVG,"쇠귀나물, 뿌리, 데친것",채소류,100,128,65,6.2,0.1,27.2,-,2.8,5,0.8,32,140,550,3,2.1,0.59,0.12,-
R000928-ZZ-AVG,"수리취(떡취), 생것",채소류,100,64,79.1,3.9,0.2,14.7,-,-,46,3.2,-,21,-,-,-,-,-,-
R000929-ZZ-AVG,"숙주나물, 생것",채소류,100,13,95.6,1.73,0.05,2.34,0,1.7,13,0.22,8,27,84,4,0.21,0.061,0.063,2.86
R000930-ZZ-AVG,"숙주나물, 데친것",채소류,100,12,95.9,2.2,0.2,1.4,-,-,12,0.9,-,39,160,5,-,-,-,-
R000931-ZZ-AVG,"숙주나물, 찐것",채소류,100,16,94.8,1.96,0.11,2.9,0,1.7,16,0.32,10,31,82,4,0.27,0.069,0.081,3.18
R000932-ZZ-AVG,"순무, 전체, 생것",채소류,100,27,91.6,1.5,0.09,5.65,1.93,2.7,99,0.93,27,37,350,59,0.34,0.02,0.117,1.76
R000933-ZZ-AVG,"순무, 전체, 데친것",채소류,100,28,91.7,1.32,0.09,6.04,2.3,2.2,62,0.64,18,40,338,25,0.55,0.051,0.088,0.75
R000934-ZZ-AVG,"순무, 뿌리, 생것",채소류,100,30,91.2,1.1,0.07,6.88,3.7,2.5,40,0.55,13,38,279,46,0.31,0.028,0.068,0.94
R000935-ZZ-AVG,"순무, 뿌리, 데친것",채소류,100,33,90.3,1.28,0.09,7.51,2.98,2.2,35,0.31,17,43,295,47,0.34,0.028,0.067,0.71
R000936-ZZ-AVG,"순무, 염절임",채소류,100,23,90.5,1,0.2,4.9,-,1.9,48,0.3,11,36,310,1100,0.1,0.03,0.05,-
R000937-ZZ-AVG,"순무, 잎, 생것",채소류,100,21,91.9,2.05,0.17,4.14,0.12,3,197,1.14,47,35,537,68,0.44,0.025,0.217,2.58
R000938-ZZ-AVG,"순무, 잎, 데친것",채소류,100,20,93,1.58,0.18,4.17,0,3.1,157,0.94,31,28,388,26,1.05,0.03,0.168,0.86
R000939-ZZ-AVG,"순무, 잎, 염절임",채소류,100,29,87.9,2.3,0.2,6,-,3.6,240,2.6,32,46,290,910,0.3,0.06,0.33,-
R000940-ZZ-AVG,"스테비아, 생것",채소류,100,40,87,2.4,0.32,8.71,0,5.4,200,1.23,84,59,412,1,2.13,0.028,3.449,0.95
R000941-ZZ-AVG,"스테비아, 말린것",채소류,100,303,5.6,14.2,2,70.5,-,63,736,38.9,-,349,1974,111,-,-,-,-
R000942-ZZ-AVG,"시금치, 생것",채소류,100,33,89.4,3.1,0.5,6,-,-,40,2.6,-,29,502,54,-,-,-,-
R000943-ZZ-AVG,"시금치, 데친것",채소류,100,23,91.7,3.4,0.1,3.8,-,-,48,2.2,-,47,306,11,-,-,-,-
R000944-ZZ-AVG,"시금치, 노지, 생것",채소류,100,29,89.1,4.15,0.43,4.37,0,3.2,59,2.73,84,97,790,20,2.01,0.128,0.922,1.91
R000945-ZZ-AVG,"시금치, 노지, 데친것",채소류,100,37,87.8,4.78,0.79,5.2,0,3.6,81,1.31,61,86,571,13,1.93,0.134,0.66,1.83
R000946-ZZ-AVG,"시금치, 포항초, 생것",채소류,100,35,87.8,3.56,0.46,6.17,0,3.3,106,3.93,74,81,666,20,1.26,0.086,0.628,1.23
R000947-ZZ-AVG,"시금치, 포항초, 데친것",채소류,100,34,88.4,4.19,0.63,5.17,0,3.7,90,1.54,65,76,576,57,1.07,0.09,0.388,2.82
R000948-ZZ-AVG,"시금치, 하우스, 생것",채소류,100,27,90.1,2.6,0.33,5.1,1.61,2.9,42,1.22,76,66,813,37,1.1,0.101,0.424,3.4
R000949-ZZ-AVG,"시금치, 하우스, 데친것",채소류,100,32,89.2,3.01,0.49,5.82,0.63,3.4,51,0.85,57,63,652,31,1.06,0.105,0.362,3.2
R000950-ZZ-AVG,"시금치, 섬초, 생것",채소류,100,24,91.5,3.11,0.34,3.72,0,3.1,59,2.06,73,57,495,16,0.59,0.064,0.532,1.85
R000951-ZZ-AVG,"시금치, 섬초, 데친것",채소류,100,32,89.1,4.12,0.55,4.81,0,3.2,122,3.45,74,66,460,15,0.67,0.08,0.62,1.8
R000952-ZZ-AVG,"신선초(명일엽), 생것",채소류,100,24,92,1.08,0.14,5.66,1.95,2.8,158,1.33,17,33,346,31,0.13,0.01,0.222,0.57
R000953-ZZ-AVG,"쌈추, 생것",채소류,100,25,91.1,3.07,0.23,4.29,0,3.2,129,2.57,32,69,473,29,0.43,0.023,0.2,1.16
R000954-ZZ-AVG,"쌈추, 싸미나, 생것",채소류,100,20,92.5,2.7,0.3,3,-,-,134,2,-,33,499,53,-,-,-,-
R000955-ZZ-AVG,"쌈추, 홍쌈추, 생것",채소류,100,24,90.9,3.54,0.27,3.57,0,2.6,234,6.19,64,55,457,43,0.49,0.046,0.253,0.41
R000956-ZZ-AVG,"쑥, 생것",채소류,100,37,87.3,3.4,0.38,7.04,0,5.9,109,8.14,32,69,652,3,1.23,0.209,2.568,3.06
R000957-ZZ-AVG,"쑥, 말린것",채소류,100,272,5.2,25.8,2.05,53.8,0.16,44.4,944,78.15,260,519,5140,39,6.25,1.738,19.809,10.42
R000958-ZZ-AVG,"쑥, 데친것",채소류,100,39,87.9,3.71,0.63,6.79,0,6,111,1.57,24,66,290,3,1.15,0.205,2.179,2.49
R000959-ZZ-AVG,"쑥, 사자발쑥, 생것",채소류,100,56,83,2.6,0.5,12.7,-,4.9,58,4,-,49,337,3,-,-,-,-
R000960-ZZ-AVG,"쑥, 사자발쑥, 데친것",채소류,100,55,83.4,1.9,0.3,13.3,-,-,116,3.1,-,53,494,13,-,-,-,-
R000961-ZZ-AVG,"쑥갓, 생것",채소류,100,15,94.6,1.93,0.17,2.35,0,2.4,91,0.79,18,36,239,145,0.26,0.072,0.114,1.14
R000962-ZZ-AVG,"쑥갓, 데친것",채소류,100,21,92.8,2.1,0.3,3.8,0,2.9,109,0.62,17,43,255,135,0.37,0.094,0.158,0.85
R000963-ZZ-AVG,"쑥부쟁이, 생것",채소류,100,26,91.6,2.92,0.72,3.53,0.08,3,68,1.26,28,60,576,1,0.4,0.146,0.693,0
R000964-ZZ-AVG,"씀바귀, 생것",채소류,100,43,85.8,2.9,0.4,9.2,-,-,74,1.1,-,45,440,36,-,-,-,-
R000965-ZZ-AVG,"씀바귀, 데친것",채소류,100,31,90,2.6,0.2,6.3,-,-,81,0.8,-,35,152,19,-,-,-,-
R000966-ZZ-AVG,"씀바귀, 뿌리, 생것",채소류,100,71,80.5,2.54,0.13,16.24,5.05,4,33,1.57,34,66,192,3,0.52,0.143,0.184,0.55
R000967-ZZ-AVG,"아스파라거스, 생것",채소류,100,17,94.5,2.02,0.34,2.53,1.35,1.7,11,0.47,13,55,293,3,0.99,0.048,0.202,1.53
R000968-ZZ-AVG,"아스파라거스, 데친것",채소류,100,17,94.3,2.08,0.19,2.81,1.24,2.8,10,0.49,13,52,275,4,1.24,0.038,0.202,1.24
R000969-ZZ-AVG,"아스파라거스, 통조림",채소류,100,14,94.4,1.1,0.1,3,-,-,14,12,-,26,104,387,-,-,-,-
R000971-ZZ-AVG,"아스파라거스, 하얀색, 생것",채소류,100,21,93.6,1.85,0.53,3.51,3.49,1.9,11,0.21,7,34,205,0,0.25,0.106,0.068,0.51
R000972-ZZ-AVG,"아욱, 생것",채소류,100,37,87.4,3.08,0.31,7.64,0,4.5,267,0.57,68,76,426,37,1.03,0.1,1.473,2.55
R000973-ZZ-AVG,"아욱, 데친것",채소류,100,31,89.7,3.52,0.49,5.2,0,3.9,178,0.68,34,73,340,17,0.99,0.079,0.787,2.2
R000974-ZZ-AVG,"아이비카, 닥풀, 말린것",채소류,100,260,11.1,27.7,4.4,43.7,-,-,285,0.5,-,291,-,-,-,-,-,-
R000975-ZZ-AVG,"아주까리, 순, 말린것",채소류,100,287,8.1,36.8,3.1,48,-,-,1128,25.1,-,444,815,50,-,-,-,-
R000976-ZZ-AVG,"아주까리, 잎, 생것",채소류,100,82,73.3,5.8,0.5,17.8,-,-,661,4,-,86,298,7,-,-,-,-
R000977-ZZ-AVG,"아티초크, 생것",채소류,100,47,84.94,3.27,0.15,10.51,0.99,5.4,44,1.28,60,90,370,94,0.49,0.231,0.256,0.2
R000978-ZZ-AVG,"아티초크, 삶은것",채소류,100,53,84.08,2.89,0.34,11.95,0.99,5.7,21,0.61,42,73,286,60,0.4,0.127,0.225,0.2
R000979-ZZ-AVG,"아티초크, 냉동",채소류,100,38,88.59,2.63,0.43,7.75,-,3.9,19,0.5,27,58,248,47,0.32,0.054,0.243,0.2
R000980-ZZ-AVG,"아티초크, 냉동, 삶은것",채소류,100,45,86.5,3.11,0.5,9.18,0.84,4.6,21,0.56,31,61,264,53,0.36,0.061,0.273,0.2
R000981-ZZ-AVG,"알로에, 과육, 생것",채소류,100,3,99.1,0.1,-,0.7,-,0.4,14,0.2,-,3,92,13,-,-,-,-
R000982-ZZ-AVG,알로에 음료,채소류,100,40,88.8,0,0,11.09,9.21,0.7,58,0.11,1,1,13,20,0.46,0.001,0.095,0
R000983-ZZ-AVG,"알팔파, 싹, 생것",채소류,100,21,92.8,3.53,0.2,3.14,0.34,2.6,19,1.01,18,73,79,5,0.64,0.122,0.199,1.42
R000984-ZZ-AVG,"양배추, 생것",채소류,100,33,89.7,1.68,0.08,7.92,4.79,2.7,45,0.27,14,35,241,8,0.13,0.009,0.112,1.86
R000985-ZZ-AVG,"양배추, 데친것",채소류,100,32,90,1.71,0.12,7.56,5.2,2.4,43,0.31,14,38,240,7,0.15,0.01,0.113,1.97
R000986-ZZ-AVG,"양배추, 찐것",채소류,100,32,90.2,1.68,0.12,7.41,4.24,2.3,41,0.3,13,36,233,6,0.13,0.01,0.109,1.36
R000987-ZZ-AVG,"양배추, 적양배추, 생것",채소류,100,41,87.3,2.13,0.21,9.53,4.77,4.7,29,0.5,15,36,336,7,0.28,0.01,0.4,0.84
R000988-ZZ-AVG,"양배추, 적양배추, 싹, 생것",채소류,100,39,89.7,3.38,1.77,4.6,0.73,3.4,59,1.15,40,99,94,8,0.75,0.024,0.331,0.44
R000989-ZZ-AVG,"양배추 샐러드, 코울슬로",채소류,100,153,73.42,0.95,9.91,14.89,12.19,1.9,30,0.22,8,20,129,203,0.14,0.015,0.102,-
R000990-ZZ-AVG,"양상추, 생것",채소류,100,18,94.5,0.6,0,4.6,-,1.5,15,0.4,-,17,179,2,-,-,-,-
R000991-ZZ-AVG,"양상추, 적양상추, 생것",채소류,100,18,93.9,1.51,0.22,3.49,0.89,2.4,61,0.65,42,28,312,-,0.88,0.02,0.281,0.23
R000992-ZZ-AVG,"양파, 생것",채소류,100,27,92,0.95,0.04,6.68,5.74,1.7,15,0.2,8,27,145,3,0.15,0.007,0.176,1.17
R000993-ZZ-AVG,"양파, 말린것",채소류,100,340,5.9,11.7,1,78,-,-,36,1.9,-,298,1726,7,-,-,-,-
R000994-ZZ-AVG,"양파, 데친것",채소류,100,27,91.9,0.84,0.04,6.93,4.55,1.5,13,0.19,8,26,128,3,0.14,0.005,0.172,0.74
R000995-ZZ-AVG,"양파, 중국산, 생것",채소류,100,30,91.8,0.9,0.1,7,-,-,10,0.3,-,25,59,2,-,-,-,-
R000996-ZZ-AVG,"양파, 자색 양파, 생것",채소류,100,30,91.1,0.75,0.02,7.77,3.32,1.5,16,0.18,9,29,138,1,0.18,0.004,0.078,0.64
R000997-ZZ-AVG,"양파, 레드프라임, 생것",채소류,100,37,90,0.46,0.63,8.56,6.56,2.8,9,0.18,5,25,142,0,0,0.033,0.034,0
R000998-ZZ-AVG,"양파, 썬파워, 생것",채소류,100,32,91.3,0.52,0.47,7.38,6,1,12,0.08,4,25,134,0,0,0.045,0,0
R000999-ZZ-AVG,"양파, 샬롯, 생것",채소류,100,80,79.6,2.28,2.54,14.84,2.1,-,6,0.48,17,56,333,0,0.25,0.059,0.102,0
R001000-ZZ-AVG,"양파링, 튀김옷, 냉동",채소류,100,258,51.22,3.15,14.1,30.53,-,1.8,46,0.93,14,49,190,246,0.36,0.074,0.299,2.4
R001001-ZZ-AVG,"양파링, 튀김옷, 튀긴것(튀김옷)",채소류,100,411,24.52,3.86,25.23,43.58,5.43,2.7,115,0.78,19,158,167,776,0.51,0.075,0.342,5.7
R001002-ZZ-AVG,양파 장아찌,채소류,100,79,73,1.59,0.05,21.01,15.43,2,15,0.47,20,36,181,1442,0.2,0.033,0.121,10.68
R001003-ZZ-AVG,"양하, 생것",채소류,100,13,95.6,0.6,0.1,2.8,-,-,15,-,-,10,270,1,-,-,-,-
R001004-ZZ-AVG,"어수리, 생것",채소류,100,31,88.5,4.4,0.3,5,-,-,7,6.1,-,35,-,-,-,-,-,-
R001005-ZZ-AVG,"어수리, 잎, 생것",채소류,100,45,84.9,2.4,0.3,10.4,-,-,299,7.8,-,89,872,16,-,-,-,-
R001006-ZZ-AVG,"얼갈이배추, 생것",채소류,100,14,95,1.22,0.08,2.78,0.55,2.5,190,0.38,36,46,159,54,0.45,0.035,0.121,0.62
R001007-ZZ-AVG,"얼갈이배추, 데친것",채소류,100,14,95.1,2,0.14,2.17,0.89,1.1,133,0.36,22,45,120,36,1.35,0.024,0.095,0
R001008-ZZ-AVG,"얼갈이배추, 염절임",채소류,100,15,93.6,1.91,0.11,2.5,0.59,1,172,0,39,50,182,393,0.44,0.033,0.091,5.95
R001009-ZZ-AVG,"얼레지, 뿌리, 말린것",채소류,100,339,9.4,5.6,0.4,83.3,-,-,486,53,-,133,862,7,-,-,-,-
R001010-ZZ-AVG,"음나무(엄나무, 개두릅), 잎, 생것",채소류,100,41,86,6.94,0.67,5.2,0.36,4,47,0.9,41,159,435,1,1.06,0.175,2.57,1.43
R001011-ZZ-AVG,"음나무(엄나무, 개두릅), 잎, 데친것",채소류,100,37,87.3,7.05,0.75,3.86,0,3.5,49,0.71,37,133,347,3,0.76,0.142,2.614,1.13
R001012-ZZ-AVG,"엉겅퀴, 말린것",채소류,100,267,8.6,22.4,1.6,55.6,-,-,435,10.8,-,290,1120,7,-,-,-,-
R001013-ZZ-AVG,"엉겅퀴, 삶아서 말린것",채소류,100,279,8,27.4,2.2,54.2,-,-,156,10.9,-,330,681,7,-,-,-,-
R001014-ZZ-AVG,"여주(고야), 생것",채소류,100,22,93.3,1.28,0.36,4.48,0.36,3.7,15,0.15,11,27,253,0,0.12,0.037,0.145,0
R001015-ZZ-AVG,"연근, 생것",채소류,100,75,80,1.63,0.07,17.28,1.81,3.3,28,0.8,23,75,478,21,0.24,0.129,1.894,0.5
R001016-ZZ-AVG,"연근, 데친것",채소류,100,62,84,1.07,0.08,14.41,0.59,2.8,20,0.29,10,43,172,6,0.27,0.065,0.992,0.49
R001017-ZZ-AVG,연근 조림,채소류,100,261,34.3,2.1,1.3,60.2,-,4.3,23,5.4,-,27,100,668,-,-,-,-
R001018-ZZ-AVG,"열대비름(아마란스), 잎, 생것",채소류,100,45,84.2,5.8,0.9,6.5,-,-,172,2.3,-,52,-,-,-,-,-,-
R001019-ZZ-AVG,"열무, 생것",채소류,100,14,94.5,2.08,0.21,1.99,0,1.3,156,1.7,46,44,326,48,0.33,0.028,0.167,0.97
R001020-ZZ-AVG,"열무, 데친것",채소류,100,19,93.4,2.69,0.25,2.95,0,2.8,129,0.74,33,52,150,30,0.51,0.036,0.189,0.71
R001021-ZZ-AVG,"염교(락교), 뿌리줄기, 생것",채소류,100,118,68.3,1.4,0.2,29.3,-,20.7,14,0.5,14,35,230,2,0.5,0.06,0.45,1
R001022-ZZ-AVG,"염교(락교) 장아찌, 초절임",채소류,100,93,74.3,0.52,1,21.79,18.72,2.6,21,2.83,1,8,20,840,0.16,0.064,0.082,1.8
R001023-ZZ-AVG,"영아자, 생것",채소류,100,34,88.1,2.5,0.1,7.7,-,-,57,3.1,-,55,-,14,-,-,-,-
R001024-ZZ-AVG,"영아자, 말린것",채소류,100,278,7.2,23.8,3.1,54.4,-,-,790,10.6,-,312,1876,15,-,-,-,-
R001025-ZZ-AVG,"영아자, 데친것",채소류,100,36,88.6,2.5,0.2,7.8,-,-,52,1.6,-,49,397,6,-,-,-,-
R001026-ZZ-AVG,"오이, 개량종, 생것",채소류,100,14,95.2,1.22,0.02,3.05,1.38,0.7,18,0.2,14,39,196,3,0.24,0.022,0.583,0.33
R001027-ZZ-AVG,"오이, 겨울살이청장, 생것",채소류,100,13,95.7,0.8,0,3.1,-,-,18,0.5,-,23,195,3,-,-,-,-
R001028-ZZ-AVG,"오이, 늙은오이, 생것",채소류,100,9,96.6,1.19,0.03,1.71,0.85,1.5,17,0.17,14,25,200,5,0.2,0.011,0.034,0.36
R001029-ZZ-AVG,"오이, 취청, 생것",채소류,100,13,95.6,1.15,0.03,2.81,1.47,0.5,34,0.18,13,23,161,2,0.19,0.027,0.043,0.08
R001030-ZZ-AVG,"오이 피클, 초절임",채소류,100,91,71.6,0.38,0.12,25.07,22.69,2.1,51,0.25,2,5,36,1040,0.8,0.014,0.01,4.45
R001031-ZZ-AVG,"오이지, 염절임",채소류,100,10,92.5,0.63,0.12,2.1,1.07,1.3,42,0.39,3,8,55,1647,0.32,0.029,0.025,2.65
R001032-ZZ-AVG,"오크라, 생것",채소류,100,30,90.2,2.1,0.2,6.6,1.9,5,92,0.5,51,58,260,4,0.6,0.13,0.48,tr
R001033-ZZ-AVG,"오크라, 데친것",채소류,100,33,89.4,2.1,0.1,7.6,-,5.2,90,0.5,51,56,280,4,0.5,0.11,0.48,-
R001034-ZZ-AVG,"옥수수, 순, 생것",채소류,100,40,89.2,1.7,0.3,8.2,-,-,10,0.4,-,53,-,-,-,-,-,-
R001035-ZZ-AVG,"왕호장잎, 생것",채소류,100,79,76.3,4.9,1.6,15.1,-,-,343,2.9,-,63,561,15,-,-,-,-
R001036-ZZ-AVG,"우엉, 생것",채소류,100,69,81,2.61,0.06,15.29,2.87,4.6,46,0.8,43,87,406,6,0.47,0.252,0.305,0.45
R001037-ZZ-AVG,"우엉, 데친것",채소류,100,52,86.1,1.88,0.09,11.34,0.69,5.4,41,0.68,35,66,212,5,1.23,0.152,0.227,0
R001038-ZZ-AVG,"우엉조림, 장조림",채소류,100,149,60.3,2.1,0.3,34.37,17.4,4.8,40,0.91,33,49,95,1092,0.18,0.118,0.222,2.81
R001039-ZZ-AVG,"울금, 뿌리줄기, 생것",채소류,100,87,78.5,1.79,2.56,15.73,3.83,3.1,16,0.6,42,67,599,11,0.29,0.068,0.56,1.97
R001040-ZZ-AVG,"울외장아찌, 염절임",채소류,100,67,74.2,5.1,0.3,13.1,-,-,12,0.8,-,60,8075,3487,-,-,-,-
R001041-ZZ-AVG,"원추리, 생것",채소류,100,35,88.7,3.55,0.36,6.48,2.51,2.2,22,3.51,16,68,390,1,1.12,0.174,1.569,0.41
R001042-ZZ-AVG,"원추리, 데친것",채소류,100,28,90.7,3.22,0.29,5.09,1.78,2.3,17,0.97,10,53,329,1,1.05,0.134,2.443,0
R001043-ZZ-AVG,"유채, 싹, 생것",채소류,100,78,84.5,3.4,4.6,6.8,-,6.4,36,1.2,-,152,141,5,-,-,-,-
R001044-ZZ-AVG,"유채, 잎, 생것",채소류,100,31,89.3,3.65,0.31,5.38,0.56,3.2,196,1.35,27,66,454,13,0.45,0.031,0.419,3.53
R001045-ZZ-AVG,"유채, 잎, 데친것",채소류,100,27,90.7,4.27,0.37,3.67,0.36,3.4,150,0.99,25,65,286,8,0.5,0.033,0.614,2.08
R001046-ZZ-AVG,"유채, 동채, 생것",채소류,100,29,89.7,4.13,0.32,4.57,0.6,3.4,174,1.45,29,70,428,11,0.36,0.039,0.89,2.73
R001047-ZZ-AVG,"유채, 동채, 데친것",채소류,100,30,89.6,4.45,0.4,4.55,0.62,3.9,165,0.94,30,64,272,15,0.39,0.034,0.819,3.37
R001048-ZZ-AVG,"유채, 서양종, 잎줄기, 생것",채소류,100,35,88.3,4.1,0.4,6,-,3.7,97,0.9,28,78,410,12,0.6,0.09,0.67,-
R001049-ZZ-AVG,"유채, 서양종, 잎줄기, 데친것",채소류,100,31,90,3.6,0.4,5.3,-,4.1,95,0.7,19,71,210,10,0.4,0.07,0.61,-
R001050-ZZ-AVG,"잇꽃(홍화), 잎, 생것",채소류,100,45,85.7,3.9,0.4,9,-,-,244,1.4,-,40,566,5,-,-,-,-
R001051-ZZ-AVG,"비비추(이밥추), 생것",채소류,100,48,84.4,3,0.6,10.1,-,-,121,5.4,-,22,742,3,-,-,-,-
R001052-ZZ-AVG,"자운영, 생것",채소류,100,40,87.2,4.6,0.6,6.6,-,-,3,6.1,-,47,-,-,-,-,-,-
R001053-ZZ-AVG,"잔대, 뿌리, 생것",채소류,100,79,78.2,2.1,0.2,18.6,-,7.3,50,3.4,-,70,208,8,-,-,-,-
R001054-ZZ-AVG,"잔대, 순, 생것",채소류,100,55,84.2,3.4,0.9,9.9,-,6.1,82,1.1,-,81,525,1,-,-,-,-
R001055-ZZ-AVG,"적하수오잎, 잎, 생것",채소류,100,35,88.2,2.1,0.3,7.6,-,-,204,1.6,-,72,673,14,-,-,-,-
R001056-ZZ-AVG,"전호, 생것",채소류,100,23,90.8,3.1,0.1,4.2,-,-,161,5.3,-,54,849,62,-,-,-,-
R001057-ZZ-AVG,"제비쑥, 생것",채소류,100,35,88.2,4.5,0.7,5,-,-,88,7.9,-,61,-,-,-,-,-,-
R001058-ZZ-AVG,"조뱅이, 생것",채소류,100,47,84.5,4,0.2,10.1,-,-,7,0.3,-,118,-,-,-,-,-,-
