SAMPLE_ID,식품명,식품상세분류,1회제공량,에너지(㎉),수분(g),단백질(g),지방(g),탄수화물(g),총당류(g),총 식이섬유(g),칼슘(㎎),철(㎎),마그네슘(㎎),인(㎎),칼륨(㎎),나트륨(㎎),아연(㎎),구리(㎎),망간(㎎),셀레늄(㎍)
R001400-ZZ-AVG,"아세로라, 감미종, 생것",과실류,100,36,89.9,0.7,0.1,9,-,1.9,11,0.5,10,18,130,7,0.5,0.31,-,-
R001401-ZZ-AVG,"아세로라 주스, 과즙 음료(10%)",과실류,100,42,89.4,0.1,0,10.5,-,0.2,1,0.1,1,2,13,1,0.1,0.04,-,-
R001402-ZZ-AVG,"애플수박, S-비너스, 생것",과실류,100,40,89.6,0.94,0.81,8.39,6.23,-,0,0.19,11,9,117,0,0,0.052,0,0
R001403-ZZ-AVG,"앵두, 생것",과실류,100,61,82.9,1.1,0.3,15.2,-,-,23,0.5,-,30,268,10,-,-,-,-
R001404-ZZ-AVG,"엘더베리, 생것",과실류,100,73,79.8,0.66,0.5,18.4,-,7,38,1.6,5,39,280,6,0.11,0.061,-,0.6
R001405-ZZ-AVG,"오디, 생것",과실류,100,56,84.3,0.8,0.4,14,-,-,36,0.7,-,33,272,1,-,-,-,-
R001406-ZZ-AVG,"오디, 재래종, 생것",과실류,100,54,84.2,2.6,0.3,12,-,-,45,2.3,-,45,284,16,-,-,-,-
R001407-ZZ-AVG,"오렌지, 네블, 생것",과실류,100,47,86.8,0.92,0.16,11.81,9.21,2.1,36,0.14,9,20,138,2,0.11,0.039,0.02,1.63
R001408-ZZ-AVG,오렌지 마멀레이드,과실류,100,223,37.9,0.4,0.1,61.4,-,-,15,0.3,-,6,33,16,-,-,-,-
R001409-ZZ-AVG,오렌지 주스,과실류,100,42,88.3,0.7,0.2,10.5,-,-,11,0.2,-,21,131,2,-,-,-,-
R001410-ZZ-AVG,"오렌지 음료, 캔",과실류,100,41,88.5,0.06,0.01,11.4,9.58,0,2,0.01,1,1,14,10,0.01,0,0.003,0
R001411-ZZ-AVG,"오렌지 주스, 가당",과실류,100,34,90.2,0.5,0.04,8.94,6.52,1.8,32,0.07,9,14,138,1,0.03,0.017,0.021,0.33
R001412-ZZ-AVG,"오렌지 주스, 가당, 칼슘강화",과실류,100,48,86.4,0.7,0.1,12.4,-,-,94,0.4,-,8,142,2,-,-,-,-
R001413-ZZ-AVG,"오렌지 주스, 무가당",과실류,100,39,88.9,0.66,0.05,10.04,-,2.3,12,0.08,11,18,172,2,0.05,0.027,0.023,0.55
R001414-ZZ-AVG,"오렴자(카람볼라), 생것",과실류,100,30,91.4,0.7,0.1,7.5,-,1.8,5,0.2,9,10,140,1,0.2,0.02,0.1,-
R001415-ZZ-AVG,"오미자, 생것",과실류,100,81,80.5,2.1,3.3,12.8,-,-,21,0.7,-,57,350,1,-,-,-,-
R001416-ZZ-AVG,"오미자, 말린것",과실류,100,362,11,8.5,13.5,61.3,-,31.3,59,2.3,-,216,1362,4,-,-,-,-
R001417-ZZ-AVG,오미자청,과실류,100,226,43.5,0.14,0.26,55.87,50.14,-,2,0.03,3,4,60,0,0.05,0.001,0.189,0.1
R001418-ZZ-AVG,"올리브 피클, 검은색(완숙)",과실류,100,118,81.6,0.8,12.3,3.4,-,2.5,68,0.8,11,5,10,640,0.2,0.17,0.08,-
R001419-ZZ-AVG,"올리브 피클, 초록색(미숙)",과실류,100,137,76.7,1.09,12.36,5.34,0,-,151,0.77,17,8,44,1625,0.04,0.056,0.046,5
R001420-ZZ-AVG,"용과, 백육종, 생것",과실류,100,44,87.9,1,0.4,10.3,-,-,6,0.3,-,29,305,1,-,-,-,-
R001421-ZZ-AVG,"용과, 적육종, 생것",과실류,100,45,87.3,0.9,0.2,11.2,-,-,11,0.2,-,28,232,2,-,-,-,-
R001422-ZZ-AVG,"용과, 황색종, 생것",과실류,100,54,84.6,1,0.1,13.9,-,-,10,0.5,-,26,141,1,-,-,-,-
R001423-ZZ-AVG,"유자, 과육, 생것",과실류,100,40,88.3,0.87,0.06,10.28,2.24,5.9,32,0.15,13,18,234,2,0.12,0.004,0.177,0
R001424-ZZ-AVG,"유자, 전체, 생것",과실류,100,49,86,0.93,0.09,12.54,4.1,8.2,36,0.16,12,15,187,3,0.39,0.003,0.127,0
R001425-ZZ-AVG,"유자, 껍질, 생것",과실류,100,55,84.3,1.02,0.09,14.21,5.87,7.9,35,0.16,11,10,150,3,0.39,0.004,0.065,0
R001426-ZZ-AVG,"유자 농축액, 당절임",과실류,100,243,39,0.5,0,60.2,-,-,17,0.5,-,5,129,15,-,-,-,-
R001427-ZZ-AVG,"으름, 생것",과실류,100,158,72.2,2,12.9,11.9,-,-,6,3.4,-,269,-,-,-,-,-,-
R001428-ZZ-AVG,"자두, 생것",과실류,100,26,93.2,0.5,0.6,5.3,-,-,3,0.2,-,12,164,1,-,-,-,-
R001429-ZZ-AVG,"자두, 말린것",과실류,100,221,28.2,2.8,0,58.7,-,-,42,1.8,-,72,808,29,-,-,-,-
R001430-ZZ-AVG,"자두, 대석, 생것",과실류,100,32,90.3,0.6,-,8.4,-,0.5,6,0.4,-,12,135,11,-,-,-,-
R001431-ZZ-AVG,"자두, 솔담, 생것",과실류,100,-,-,-,-,-,-,2.1,6,0.4,-,14,187,14,-,-,-,-
R001432-ZZ-AVG,"자두, 후무사, 생것",과실류,100,44,87.3,0.64,0.05,11.47,8.92,2,5,0.09,7,18,176,0,0.1,0.008,0.082,0.63
R001433-ZZ-AVG,"자몽(그레이프프루트), 생것",과실류,100,32,90.8,0.84,0.05,7.92,4.2,1.2,31,0.12,10,19,164,1,0.1,0.03,0.022,0.22
R001434-ZZ-AVG,"자몽(그레이프프루트) 주스, 천연과즙",과실류,100,40,88.7,0.6,0.1,10.3,-,0.1,9,0.1,9,12,180,1,tr,0.03,0.01,-
R001435-ZZ-AVG,"자몽(그레이프프루트) 주스, 과즙 음료(50%)",과실류,100,46,88.4,0.3,tr,11.1,-,0.1,7,0.1,6,6,90,4,tr,0.02,0.01,-
R001436-ZZ-AVG,"자몽(그레이프프루트) 주스, 과즙 음료(20%)",과실류,100,39,90.1,0.1,tr,9.7,-,0,3,0.1,2,3,34,2,tr,0.01,tr,-
R001437-ZZ-AVG,"자몽(그레이프프루트) 주스, 가당, 캔",과실류,100,46,87.38,0.58,0.09,11.13,11.03,0.1,8,0.36,10,11,162,2,0.06,0.048,0.02,0.1
R001438-ZZ-AVG,"자몽(그레이프프루트) 주스, 무가당, 캔",과실류,100,34,91.2,0.58,0.1,7.93,7.2,0.8,14,0.11,8,15,129,3,0.08,0.031,0.015,0.1
R001439-ZZ-AVG,"잭프루트, 생것",과실류,100,95,73.46,1.72,0.64,23.25,19.08,1.5,24,0.23,29,21,448,2,0.13,0.076,0.043,-
R001440-ZZ-AVG,"잭프루트, 통조림",과실류,100,92,75.28,0.36,0.14,23.94,-,0.9,44,0.29,10,6,96,11,0.11,0.05,0.078,-
R001441-ZZ-AVG,"참외, 씨 포함, 생것",과실류,100,47,86.1,1.57,0.29,11.01,9.08,1.7,6,0.26,16,51,450,2,0.35,0.07,0.04,0.2
R001442-ZZ-AVG,"참외, 씨 제거, 생것",과실류,100,45,86.5,1.33,0.04,11.23,9.81,2.9,4,0.22,10,29,456,3,0.41,0.033,0.02,0.04
R001443-ZZ-AVG,"참외, 금싸라기, 씨 제거, 흰색과육, 생것",과실류,100,27,92.8,0.9,0.7,5,-,-,16,0.2,-,10,-,-,-,-,-,-
R001444-ZZ-AVG,"체리, 생것",과실류,100,67,80.8,1.59,0.06,16.9,6.8,2.3,12,0.27,16,38,322,1,0.11,0.081,0.103,2.32
R001445-ZZ-AVG,"체리, 고형물, 통조림",과실류,100,134,66.4,0.18,0.02,33.21,22.59,2.1,75,0.15,2,0,-,7,1.18,0.006,0.023,0.61
R001446-ZZ-AVG,"체리, 액즙, 통조림",과실류,100,137,65.8,0.02,0,34.11,22.71,0.9,28,0.08,2,0,3,7,0.18,0,0.01,0.46
R001447-ZZ-AVG,"칼슘나무 열매, 생것",과실류,100,50,86.1,0.4,0.4,12.6,-,-,32,0.5,-,27,265,1,-,-,-,-
R001448-ZZ-AVG,"크랜베리, 생것",과실류,100,46,87.32,0.46,0.13,11.97,4.27,3.6,8,0.23,6,11,80,2,0.09,0.056,0.267,0.1
R001449-ZZ-AVG,"크랜베리, 말린것",과실류,100,314,13.3,0.25,0.58,85.73,74.3,5.6,8,0.27,4,7,56,2,0.18,0.017,0.106,0
R001450-ZZ-AVG,"크랜베리 주스, 칵테일",과실류,100,54,86.17,0,0.1,13.52,11.87,0,3,0.1,1,1,14,2,0.03,0.01,0.048,0.2
R001451-ZZ-AVG,"키위, 생것",과실류,100,64,82.8,0.8,1,14.8,-,-,30,1,-,24,257,2,-,-,-,-
R001452-ZZ-AVG,"키위, 골드, 생것",과실류,100,54,84.6,0.77,0.26,13.73,7.07,2,19,1.72,13,27,262,1,0.06,0.109,0.028,1.54
R001453-ZZ-AVG,"키위, 그린, 생것",과실류,100,66,81.6,0.93,0.63,16.08,6.73,2.6,30,0.32,17,33,284,2,0.1,0.184,0.047,0.98
R001454-ZZ-AVG,"키위 주스, 퓨레 40%",과실류,100,180,49.7,0.25,0,49.68,32.34,2,9,0.02,1,6,27,154,0.06,0.005,0.001,0.6
R001455-ZZ-AVG,"탱자, 생것",과실류,100,84,77.9,1.3,1.5,18.5,-,-,9,0.1,-,9,27,2,-,-,-,-
R001456-ZZ-AVG,"파인애플, 생것",과실류,100,53,84.9,0.46,0.04,14.32,10.26,2.5,16,0.09,17,5,97,0,0.11,0.108,3.632,10.94
R001457-ZZ-AVG,"파인애플, 고형물, 통조림",과실류,100,78,80.3,0.31,0.04,19.18,15.81,1.7,8,0.17,11,4,74,1,0.05,0.047,0.848,0
R001458-ZZ-AVG,"파인애플, 액즙, 통조림",과실류,100,76,80.9,0.13,0,18.81,13.02,0,6,0.15,10,2,73,1,0.04,0.013,0.784,0
R001459-ZZ-AVG,"파인애플, 넥타",과실류,100,71,82.2,0.3,0,17.4,-,-,4,1,-,3,63,2,-,-,-,-
R001460-ZZ-AVG,"파인애플 주스, 캔",과실류,100,53,86.37,0.36,0.12,12.87,9.98,0.2,13,0.31,12,8,130,2,0.11,0.069,0.504,0.1
R001461-ZZ-AVG,파인애플 주스,과실류,100,43,87.7,0.39,0.03,11.52,8.78,0,16,0.13,14,10,156,2,0.08,0.03,1.868,0.51
R001464-ZZ-AVG,"파파야, 생것",과실류,100,38,88.9,0.7,0.1,9.8,-,-,22,0.8,-,12,223,9,-,-,-,-
R001465-ZZ-AVG,"파파야, 미숙, 생것",과실류,100,27,92.1,0.38,0.04,7.03,1.81,2.1,21,0.18,15,18,190,6,0.09,0.008,0.038,0.14
R001466-ZZ-AVG,"파파야, 적숙, 생것",과실류,100,40,88.4,0.65,0.07,10.47,3.03,2,20,0.27,14,15,225,9,0.11,0.014,0.044,0.06
R001467-ZZ-AVG,"파파야, 완숙, 생것",과실류,100,39,88.6,0.75,0.09,9.95,8.79,1.8,12,0.25,12,17,215,9,0.11,0.012,0.031,0.6
R001468-ZZ-AVG,"파파야, 그린파파야, 생것",과실류,100,20,94.2,0.52,0.07,4.83,1.65,2.9,14,0.12,11,17,118,4,0.06,0.001,0.018,0.48
R001469-ZZ-AVG,"백향과(패션프루트), 씨 포함, 생것",과실류,100,100,73.6,1.68,1.55,22.58,8.58,6.5,5,0.65,24,53,248,1,0.75,0.173,0.145,0.68
R001470-ZZ-AVG,"패션프루트 주스, 천연과즙",과실류,100,64,82,0.8,0.4,16.2,-,0,4,0.6,15,21,280,5,0.4,0.08,0.1,-
R001471-ZZ-AVG,"패션프루트 주스, 황색과육",과실류,100,60,84.21,0.67,0.18,14.45,14.25,0.2,4,0.36,17,25,278,6,0.06,0.05,-,0.1
R001472-ZZ-AVG,"패션프루트 주스, 자색과육",과실류,100,51,85.62,0.39,0.05,13.6,13.4,0.2,4,0.24,17,13,278,6,0.05,0.053,-,0.1
R001473-ZZ-AVG,"포도, 건포도",과실류,100,297,16.3,2.64,0.53,78.89,66.71,4.5,72,1.44,36,113,682,27,0.21,0.26,0.309,3.41
R001474-ZZ-AVG,"포도, 통조림",과실류,100,69,82.6,0.14,0.02,17.12,14.87,0.8,2,0.08,1,3,24,25,0.02,0.011,0.038,0
R001475-ZZ-AVG,"포도, 거봉, 생것",과실류,100,60,82.5,0.4,0.27,15.73,13.74,1.6,4,0.16,7,17,176,1,0.12,0.045,0.05,0.32
R001476-ZZ-AVG,"포도, 거봉, 껍질 포함, 생것",과실류,100,68,80.6,0.59,0.05,18.25,12.32,0.9,7,0.2,7,18,183,0,0.04,0.044,0.067,0.84
R001481-ZZ-AVG,"포도, 캠벨얼리, 생것",과실류,100,57,83.9,0.5,0.1,15.08,11.9,1.4,3,0.11,4,17,180,1,0.1,0.061,0.114,0.59
R001482-ZZ-AVG,"포도, 캠벨얼리, 껍질 포함, 생것",과실류,100,51,83.6,0.61,0.05,13.59,9.16,1.1,5,0.21,7,18,235,1,0.08,0.014,0.077,0.57
R001483-ZZ-AVG,"포도, 캠벨얼리, 껍질, 씨 포함, 생것",과실류,100,58,83.5,0.71,0.13,15.01,8.46,2.2,9,0.17,9,20,224,1,0.04,0.015,0.079,0.61
R001484-ZZ-AVG,"포도, 청포도(힘로드시드레스), 생것",과실류,100,47,86.8,0.41,0.03,12.63,7.94,0.6,4,0.07,5,11,79,0,0.05,0.056,0.027,0.79
R001485-ZZ-AVG,"포도, 청포도(힘로드시드레스), 껍질 포함, 생것",과실류,100,45,86.6,0.42,0.03,12.1,8.48,0.5,7,0.13,6,15,143,1,0.07,0.055,0.067,0.74
R001486-ZZ-AVG,"포도, 샤인머스켓, 껍질 포함, 생것",과실류,100,66,81.4,0.38,0.1,17.66,15.29,2.3,9,0.14,7,20,205,1,0.13,0.02,0.104,0.57
R001487-ZZ-AVG,"포도, 넥타",과실류,100,66,83.6,0.2,0,16.2,-,-,5,0.8,-,1,5,5,-,-,-,-
R001488-ZZ-AVG,"포도, 잼",과실류,100,292,26.9,0.28,0.03,72.6,60.17,1.4,10,0.34,5,7,78,6,0,0,0.032,1.5
R001489-ZZ-AVG,포도 주스,과실류,100,47,86.7,0.24,0,12.92,10.87,0,9,0.13,6,16,51,5,0.06,0.009,0.086,0.02
R001490-ZZ-AVG,"포도 주스, 캔",과실류,100,60,84.51,0.37,0.13,14.77,14.2,0.2,11,0.25,10,14,104,5,0.07,0.018,0.239,0
R001491-ZZ-AVG,"포도 주스, 농축 과즙",과실류,100,47,87.2,0.3,0.3,12.1,-,0.1,5,0.3,9,7,24,2,tr,0.02,0.07,-
R001492-ZZ-AVG,"포도 주스, 천연과즙",과실류,100,55,84.8,0.3,0.2,14.5,-,0.1,3,0.1,14,7,30,1,0.1,0.02,0.13,-
R001493-ZZ-AVG,"포도 주스, 과즙 음료",과실류,100,51,85.5,0.23,0.01,14.03,6.51,0,15,0.24,8,15,70,8,0.04,0.005,0.094,0.97
R001494-ZZ-AVG,"포도즙, 천연과즙, 레토르트 ",과실류,100,48,85.8,0.66,0.01,12.62,9.71,0,7,0.07,6,14,131,1,0.04,0.014,0.12,0.19
R001495-ZZ-AVG,"플럼코트, 생것",과실류,100,47,88,0.61,1.05,9.97,7.5,1.9,4,0.11,4,11,186,0,0,0.029,0.022,0
R001496-ZZ-AVG,"프루트샐러드, 통조림",과실류,100,82,79.9,0.2,0.4,19.3,-,-,7,1,-,4,56,3,-,-,-,-
R001497-ZZ-AVG,"프루트칵테일, 통조림",과실류,100,75,81.1,0.19,0.03,18.52,18.9,1.2,6,0.31,10,3,66,1,0,0.03,0.572,6.04
R001498-ZZ-AVG,"프루트펀치, 통조림",과실류,100,48,87.97,0,0,11.97,11.29,0,8,0.09,3,3,25,10,0.01,0.01,0.084,0.2
R001500-ZZ-AVG,"개구리고기, 생것",육류,100,75,81.9,16.1,0.4,0.7,-,-,11,0.5,-,175,249,69,-,-,-,-
R001501-ZZ-AVG,"거위고기, 살코기, 생것",육류,100,161,68.3,22.75,7.13,0,-,0,13,2.57,24,312,420,87,2.34,0.306,0.024,16.8
R001502-ZZ-AVG,"거위고기, 살코기, 구운것",육류,100,238,57.23,28.97,12.67,0,-,0,14,2.87,25,309,388,76,3.17,0.276,0.024,25.5
R001503-ZZ-AVG,"거위 부산물, 간, 생것",육류,100,133,71.78,16.37,4.28,6.32,-,0,43,30.53,24,261,230,140,3.07,7.522,0,68.1
R001504-ZZ-AVG,"고래고기, 생것",육류,100,111,72.5,26.5,0.5,0,0,0,7,25.9,22,239,283,78,2.76,0.113,0.046,36.5
R001505-ZZ-AVG,"고래고기, 복부정육, 생것",육류,100,298,54.7,22,22.5,0.3,-,-,7,4,-,14,-,-,-,-,-,-
R001506-ZZ-AVG,"고래고기, 복부지육, 생것",육류,100,449,36.1,25.5,37.6,0.3,-,-,2,8,-,52,-,-,-,-,-,-
R001507-ZZ-AVG,"고래고기, 붉은살, 냉동",육류,100,132,72,23.5,3.5,0,-,-,7,2.8,-,177,295,58,-,-,-,-
R001508-ZZ-AVG,"고래고기, 붉은살, 염절임",육류,100,160,59.1,24.4,6.2,0.1,-,-,26,10,-,104,-,-,-,-,-,-
R001509-ZZ-AVG,"고래 부산물, 꼬리, 생것",육류,100,284,53.1,28.4,18,0.2,-,-,7,4,-,29,-,-,-,-,-,-
R001510-ZZ-AVG,"고래 부산물, 꼬리, 냉동",육류,100,246,64.5,13.8,20.6,0.3,-,-,9,8,-,54,-,-,-,-,-,-
R001511-ZZ-AVG,"꿩고기, 숫꿩, 생것",육류,100,125,70.4,27.5,0.8,0,-,-,6,1.3,-,281,469,70,-,-,-,-
R001512-ZZ-AVG,"꿩고기, 암꿩, 생것",육류,100,122,70.9,27.2,0.6,0,-,-,6,1.5,-,269,-,-,-,-,-,-
R001513-ZZ-AVG,"닭고기, 구운것",육류,100,243,55.5,27.8,12.6,2.8,-,-,15,1.1,-,233,196,189,-,-,-,-
R001514-ZZ-AVG,"닭고기, 전체, 튀긴것",육류,100,280,51.1,23.9,17.1,6.1,-,-,25,1.6,-,201,247,377,-,-,-,-
R001515-ZZ-AVG,"닭고기, 가슴(껍질 제거), 생것",육류,100,107,76.2,22.97,0.97,0,0,0,4,0.28,32,251,371,45,0.61,0.006,0.009,10.1
R001516-ZZ-AVG,"닭고기, 가슴(껍질 제거), 삶은것",육류,100,128,70.4,28.09,0.93,0,0,0,4,0.34,33,248,324,40,0.73,0.008,0.01,12.59
R001517-ZZ-AVG,"닭고기, 가슴(껍질 제거), 구운것(팬)",육류,100,165,61.7,35.47,1.48,0,0,0,7,0.54,45,366,450,61,0.99,0.019,0.015,18.09
R001518-ZZ-AVG,"닭고기, 가슴(껍질 제거), 튀긴것(튀김옷)",육류,100,255,48.4,21,9.7,20.2,-,-,6,1.5,-,203,324,60,-,-,-,-
R001519-ZZ-AVG,"닭고기, 날개, 생것",육류,100,175,70.8,18.78,10.53,0,0,0,17,0.56,19,155,195,74,1.23,0.022,0.014,10.73
R001520-ZZ-AVG,"닭고기, 날개, 삶은것",육류,100,229,64.2,25.1,13.54,0,0,0,33,0.72,18,156,155,62,1.51,0.024,0.015,13.96
R001521-ZZ-AVG,"닭고기, 날개, 구운것(오븐)",육류,100,240,59.5,26.36,14.08,0,0,0,32,0.78,23,200,246,97,1.78,0.029,0.018,17.13
R001522-ZZ-AVG,"닭고기, 날개, 튀긴것(튀김옷)",육류,100,324,46.21,19.87,21.81,10.94,-,0.3,20,1.29,16,121,138,320,1.38,0.063,0.06,25.7
R001523-ZZ-AVG,"닭고기, 날개, 튀긴것(밀가루옷)",육류,100,321,48.62,26.11,22.16,2.39,-,0.1,15,1.25,19,150,177,77,1.76,0.061,0.028,21.3
R001524-ZZ-AVG,"닭고기, 넓적다리(껍질 제거), 생것",육류,100,186,69.6,18.59,11.83,0,0,0,9,0.54,21,176,251,62,1.36,0.032,0.018,10.61
R001525-ZZ-AVG,"닭고기, 넓적다리(껍질 제거), 삶은것",육류,100,226,62.6,25.14,13.18,0,0,0,8,0.82,23,178,200,50,2.09,0.039,0.016,14.6
R001526-ZZ-AVG,"닭고기, 넓적다리(껍질 제거), 구운것(팬)",육류,100,234,61.3,26.33,13.53,0,0,0,7,0.88,32,266,375,88,2.12,0.042,0.018,14.55
R001527-ZZ-AVG,"닭고기, 넓적다리(껍질 제거), 튀긴것",육류,100,218,59.31,28.18,10.3,1.18,-,0,13,1.46,26,199,259,95,2.79,0.09,0.027,20.5
R001528-ZZ-AVG,"닭고기, 다리, 생것",육류,100,152,75.1,19.41,7.67,0,0,0,9,0.62,21,170,234,84,1.71,0.034,0.017,11.47
R001529-ZZ-AVG,"닭고기, 다리, 삶은것",육류,100,187,68.3,24.34,9.17,0,0,0,16,0.75,23,176,214,76,2.16,0.049,0.02,16.7
R001530-ZZ-AVG,"닭고기, 다리, 구운것(오븐)",육류,100,213,62.9,28.88,9.92,0,0,0,17,0.98,29,235,304,116,2.8,0.055,0.022,19.42
R001531-ZZ-AVG,"닭고기, 다리, 튀긴것(튀김옷)",육류,100,317,47.1,18,20.8,13.7,-,-,10,1,-,124,254,119,-,-,-,-
R001532-ZZ-AVG,"닭고기, 다리(껍질 제거), 튀긴것",육류,100,208,60.61,28.38,9.32,0.65,-,0,13,1.4,25,193,254,96,2.98,0.086,0.025,18.8
R001533-ZZ-AVG,"닭고기, 목, 생것",육류,100,331,56.3,15.05,29.59,0,0,0,26,0.84,11,112,147,59,1.77,0.029,0.017,11.94
R001534-ZZ-AVG,"닭고기, 목, 튀긴것(튀김옷)",육류,100,330,46.92,19.82,23.52,8.7,-,-,31,2.15,16,115,151,276,2.5,0.113,0.065,21.3
R001535-ZZ-AVG,"닭고기, 살코기, 생것",육류,100,115,73.1,24,1.4,0.1,-,-,11,1.1,-,110,327,58,-,-,-,-
R001536-ZZ-AVG,"닭고기, 살코기, 삶은것",육류,100,143,68.2,27.8,2.6,0.1,-,-,9,1,-,109,213,62,-,-,-,-
R001537-ZZ-AVG,"닭고기, 살코기, 튀긴것(튀김옷)",육류,100,289,49.39,22.54,17.35,9.42,0,0.3,21,1.37,21,155,185,292,1.67,0.072,0.057,25.5
R001538-ZZ-AVG,"닭고기, 성계, 생것",육류,100,177,69.4,19,10.6,0.1,-,-,10,0.9,-,170,59,66,-,-,-,-
R001539-ZZ-AVG,"닭고기, 영계, 삶은것",육류,100,247,58,26.1,15,0,-,-,5,1.2,-,158,232,74,-,-,-,-
R001540-ZZ-AVG,"닭고기, 오골계, 생것",육류,100,137,74,19,6.1,0.1,-,-,22,1.2,-,166,245,80,-,-,-,-
R001541-ZZ-AVG,"닭고기, 토종, 생것",육류,100,118,74,22,2.6,0.2,-,-,11,1,-,169,59,63,-,-,-,-
R001542-ZZ-AVG,"닭고기, 토종, 껍질",육류,100,339,55.4,12.6,31.6,0,-,-,9,0.5,-,113,131,58,-,-,-,-
R001543-ZZ-AVG,"닭고기, 토종, 가슴",육류,100,107,74.5,23.1,0.7,0.5,-,-,8,0.5,-,210,286,54,-,-,-,-
R001544-ZZ-AVG,"닭고기, 토종, 날개",육류,100,122,74.6,20.4,3.5,0.8,-,-,7,0.5,-,223,303,51,-,-,-,-
R001545-ZZ-AVG,"닭고기, 토종, 다리",육류,100,128,74.4,18.9,4.9,0.9,-,-,10,0.6,-,184,230,72,-,-,-,-
R001546-ZZ-AVG,"닭고기, 토종, 살코기",육류,100,108,74.9,20,1.3,2.8,-,-,10,0.7,-,185,298,73,-,-,-,-
R001547-ZZ-AVG,"닭 부산물, 간, 생것",육류,100,116,76,18.8,3.9,0.1,-,-,5,11,-,279,247,92,-,-,-,-
R001548-ZZ-AVG,"닭 부산물, 간, 삶은것",육류,100,167,66.81,24.46,6.51,0.87,0,0,11,11.63,25,405,263,76,3.98,0.496,0.359,82.4
R001549-ZZ-AVG,"닭 부산물, 모래주머니, 생것",육류,100,85,81.5,16.87,1.41,0,0,0,10,1.68,14,140,175,42,2.5,0.071,0.113,19.41
R001550-ZZ-AVG,"닭 부산물, 모래주머니, 구운것(오븐)",육류,100,132,70.3,26.78,2,0,0,0,12,2.71,20,203,225,57,3.94,0.089,0.16,29.43
R001551-ZZ-AVG,"닭 부산물, 심장, 생것",육류,100,207,69,14.5,15.5,tr,-,-,5,5.1,15,170,240,85,2.3,0.32,-,-
R001552-ZZ-AVG,"닭 부산물, 심장, 삶은것",육류,100,185,64.85,26.41,7.92,0.1,-,0,19,9.03,20,199,132,48,7.3,0.502,0.107,8
R001553-ZZ-AVG,"닭 부산물, 닭발, 삶은것",육류,100,215,65.8,19.4,14.6,0.2,0,0,88,0.91,5,83,31,67,0.69,0.102,-,3.6
R001554-ZZ-AVG,닭뼈 육수,육류,100,7,98.4,1.1,0.2,tr,-,-,2,0.5,2,21,65,30,tr,0.01,0,-
R001555-ZZ-AVG,닭 육수,육류,100,12,98,1.3,0.7,0,-,-,17,0.3,-,23,71,13,-,-,-,-
R001556-ZZ-AVG,닭꼬치,육류,100,254,50.4,16.5,12.2,19.1,-,3,25,10.9,-,175,218,410,-,-,-,-
R001557-ZZ-AVG,"돼지고기, 갈비, 생것",육류,100,230,65,17.77,17.06,0,0,0,9,0.73,21,185,287,64,2.14,0.038,0,16.23
R001558-ZZ-AVG,"돼지고기, 갈비, 삶은것",육류,100,289,49.9,26.51,19.54,-,0,0,13,1.09,18,151,166,45,3.71,0.07,0,15.03
R001559-ZZ-AVG,"돼지고기, 갈비, 구운것(팬)",육류,100,265,54.4,24.83,17.59,-,0,0,9,0.94,25,229,360,79,2.98,0.056,0,23.35
R001560-ZZ-AVG,"돼지고기, 갈비(갈비살), 생것",육류,100,202,66.2,18.7,13.59,0,0,0,8,0.7,19,164,293,50,2.23,0.032,0.005,20.27
R001562-ZZ-AVG,"돼지고기, 뒷다리, 생것",육류,100,121,73.4,21.3,3.34,0,0,0,3,0.74,25,216,374,57,2.09,0.043,0,19
R001563-ZZ-AVG,"돼지고기, 뒷다리, 삶은것",육류,100,209,60.6,30.63,8.7,0,0,0,7,1.01,25,202,271,42,3.25,0.07,0,27.7
R001564-ZZ-AVG,"돼지고기, 뒷다리, 구운것(팬)",육류,100,210,59.3,30.21,8.93,0,0,0,7,0.96,30,299,450,63,2.67,0.069,0.006,29.25
R001565-ZZ-AVG,"돼지고기, 등심, 생것",육류,100,135,71.6,24.03,3.6,0,0,0,4,0.38,26,222,354,39,1.25,0.02,0,24.72
R001566-ZZ-AVG,"돼지고기, 등심, 삶은것",육류,100,203,57.1,35.08,5.94,-,0,0,7,0.63,23,200,233,28,2.9,0.05,0,24.15
R001567-ZZ-AVG,"돼지고기, 등심, 구운것(팬)",육류,100,184,60.8,32.06,5.18,0,0,0,6,0.54,31,273,412,49,1.93,0.034,0,27.63
R001568-ZZ-AVG,"돼지고기, 목심(목심살), 생것",육류,100,221,62,17.21,16.36,-,0,0,8,0.73,19,183,301,51,2.46,0.048,0,18.51
R001569-ZZ-AVG,"돼지고기, 목심(목심살), 삶은것",육류,100,276,54.4,25.43,18.56,0,0,0,10,1.15,20,179,248,42,4.11,0.087,0.005,27.8
R001570-ZZ-AVG,"돼지고기, 목심(목심살), 구운것(팬)",육류,100,258,55.9,24.06,17.23,-,0,0,7,1.06,25,250,436,65,3.75,0.074,0.003,27.15
R001571-ZZ-AVG,"돼지고기, 사태, 생것",육류,100,154,72.4,19.78,7.72,0,0,0,10,0.83,19,178,289,71,2.81,0.051,0.003,18.21
R001572-ZZ-AVG,"돼지고기, 사태, 삶은것",육류,100,201,60.8,29.14,8.46,0,0,0,14,1.21,23,178,244,54,4.25,0.083,0.004,27.79
